text,category,orig_idx
I couldn't make a transfer,failed_transfer,7525
How was I charged extra when I used my card to pay?,card_payment_fee_charged,2636
What is the meaning of a pending payment?,pending_card_payment,5226
should i add money via bank transfer instead,top_up_by_card_charge,9074
Where do I go to add a new card?,card_linking,183
What should I do if I don't know my password?,passcode_forgotten,4818
Hello. I just noticed I was charged two times for a restaurant I visited this week. Can you reverse the additional charge?,transaction_charged_twice,6480
What is the time frame that it usually takes for a transfer to come through? I have a friend needing it immediately but it has yet to come through.,transfer_not_received_by_recipient,2699
Do I need to order a new card if mine is expiring?,card_about_to_expire,9571
What is the charge to make a transfer,top_up_by_bank_transfer_charge,1851
How much more do you charge for currency exchange?,exchange_charge,8955
Will I get a visa or Mastercard?,visa_or_mastercard,4226
Why did I get charged a fee for transferring money?,transfer_fee_charged,7271
Looking at my statement I see that I was double charged for a payment I made.,transaction_charged_twice,6472
Why is my cash still pending that I put in ATM?,pending_cash_withdrawal,849
There are a couple payments with my card displayed in the app which I didn't make. What is happening? Maybe someone has access to my card.,card_payment_not_recognised,3612
How do I order my card?,order_physical_card,8133
Just today there was a purchase on my card that wasn't done by me. Can this be reversed and my card be frozen? I can't have this continue!,card_payment_not_recognised,3500
why is there a service fee on my statement?,extra_charge_on_statement,614
My card expires next week. How do I get a new one?,card_about_to_expire,9522
Can I withdraw money from another bank and transfer it into my empty account?,transfer_into_account,7666
Is it possible to track the card you sent me?,card_arrival,128
I'm trying to purchase crypto via the app. I haven't been able to get it to go through. Am I doing something wrong?,beneficiary_not_allowed,7025
What currencies and methods can i use to top up my account?,supported_cards_and_currencies,2908
I bought something with my card and I was charged a fee,card_payment_fee_charged,2543
Salary in GBP has been received. Does it need to be configured into another place?,receiving_money,7335
"You can do that in just a few seconds. Go to account, hit activate, and follow the directions from there.",activate_my_card,9304
Can I get paid for this in another currency?,receiving_money,7382
Where can I go to get my PIN unblocked?,pin_blocked,1711
What ATMs take this card?,atm_support,4548
Does transferring money have a fee?,transfer_fee_charged,7203
Am I able to do a SWIFT transfer with you?,top_up_by_bank_transfer_charge,1879
"Would you please unblock my pin? I don't know why, but it's blocked.",pin_blocked,1758
Why hasn't my refund appeared on my statement?,Refund_not_showing_up,5787
Are SWIFT transfers supported?,top_up_by_bank_transfer_charge,1889
I have a disposable card but it does not work?,virtual_card_not_working,8206
What fiat currencies are used for exchange?,fiat_currency_support,956
How do I use bank transfer to top up my account?,transfer_into_account,7582
What does the bank charge for lost or stolen card replacements?,order_physical_card,8087
"Okay, I found my card, can I put it back in the app?",card_linking,174
Can I use my Apple Watch to pay for gas?,apple_pay_or_google_pay,9691
Is it possible to transfer money to my credit card?,topping_up_by_card,4273
Can I use my apple watch to top-up?,apple_pay_or_google_pay,9657
Help my activate my card.,activate_my_card,9331
I can't use top up on Google Pay.,apple_pay_or_google_pay,9708
How do I go about ordering a new bank card?,card_about_to_expire,9604
I got $20 when I should've gotten $100,wrong_amount_of_cash_received,2363
"The transfer keeps failing , I tried to transfer some money to friends this morning but it keeps getting rejected for some reason, Would you please check the issue?",failed_transfer,7531
Can you please explain disposable virtual cards for me?,get_disposable_virtual_card,8392
Where is my refund? it appears to be missing.,Refund_not_showing_up,5760
I'm getting concerned here.  I sent a friend some money and she isn't seeing it.  What's going on?,transfer_not_received_by_recipient,2778
Does this program take SWIFT transfers?,top_up_by_bank_transfer_charge,1872
How old does one need to be?,age_limit,1657
I haven't received my pin,get_physical_card,4009
Im not sure why Im being charged an extra fee just for purchasing an item from another country? I paid for the item and the shipping why am I getting charged extra?,transfer_fee_charged,7330
I think my wallet fell out on the Tube today! I realized as soon as I got to my desk. How do I cut off the card?,lost_or_stolen_card,1546
Is there any type of fee for currency exchange?,exchange_charge,8954
"I did a bank transfer to top up, but the money is not available.",top_up_failed,8500
why do I have a pending payment?,pending_card_payment,5211
The ATM did not give me as much cash as I requested.,wrong_amount_of_cash_received,2489
What is wrong with the exchange rate? This should have been a much higher amount of cash for that to apply.,wrong_exchange_rate_for_cash_withdrawal,8328
How do I see my source of funds?,verify_source_of_funds,6563
How about disposable virtual cards?,get_disposable_virtual_card,8399
I have a card payment that has been pending for some time and would like to know when it is going to go through.,pending_card_payment,5165
I goofed up and used the wrong account.  Please help.,cancel_transfer,2185
i did not get any money but still was charged,wrong_amount_of_cash_received,2445
I can't recall my password.,passcode_forgotten,4817
I wasn't applied the correct exchange rate when getting cash,wrong_exchange_rate_for_cash_withdrawal,8281
Where is my money that I transfered?!,balance_not_updated_after_bank_transfer,8649
I attempted to enter my pin to many times.,pin_blocked,1677
Please help me delete this account.,terminate_account,6217
where is my money from this morning,balance_not_updated_after_cheque_or_cash_deposit,3461
Why is my identification required?,why_verify_identity,3783
I was charged a fee with my cash withdrawal that I shouldn't have been charged.,cash_withdrawal_charge,9474
Can you tell me where my funds come from?,verify_source_of_funds,6554
I'm travelling abroad but I've run into a situation where I need to change my PIN immediately. Can I do this from here?,change_pin,6927
How much would an extra card cost?,getting_spare_card,7862
I need to cancel my recent transfer as soon as possible. I made an error there. Please help before it goes through.,cancel_transfer,2167
I moved and need to change my personal information.,edit_personal_details,3746
Can I have a spare card for this account please?,getting_spare_card,7926
Why didnt my top up go through,top_up_reverted,3243
"I just recently got a new beach condo in Bora Bora, and to furnish it I used this account a lot from overseas. It's upsetting, being a long-time customer of yours, that I saw extra fees on my account from my currency transfer. Is this what I should expect from you in the future?",transfer_fee_charged,7327
There's a payment in the app that I didn't authorize.,card_payment_not_recognised,3641
Where is the verification code display?,verify_top_up,7788
Help me order my card.,order_physical_card,8092
"I was trying to use contactless earlier, but it didn't work.",contactless_not_working,1811
Can this app be used to exchange currencies?,exchange_via_app,1460
i cannot get virtual card to work,virtual_card_not_working,8187
Can I see where my funds come from?,verify_source_of_funds,6580
There are a couple payments with my card shown that I'm not responsible for. What is going on? Maybe someone has access to my account.,card_payment_not_recognised,3594
Please tell me how I verify my identity.,verify_my_identity,9803
I have been double charged,transaction_charged_twice,6330
How can I sign up for a virtual card?,getting_virtual_card,3000
I need to terminate my account immediately.,terminate_account,6202
Please tell me how to verify my top up card.,verify_top_up,7763
"your company is awful, i would like to delete my account please",terminate_account,6179
The exchange rate is incorrect on an item I recently purchased in a foreign country.,card_payment_wrong_exchange_rate,546
Could you tell me what your exchange rates are?,exchange_rate,386
I withdrew some cash and the exchange rate seems to be wrong.,wrong_exchange_rate_for_cash_withdrawal,8316
It shows that the transfer on my account wasn't allowed.,beneficiary_not_allowed,7146
Why is there an identity check?,why_verify_identity,3848
I tried to withdraw $100 but only got $20. What happened?,wrong_amount_of_cash_received,2345
Where is the refund on my statement?,Refund_not_showing_up,5824
Someone might be using my card.  What should I do?,compromised_card,4472
I'm having problems with ID verification,unable_to_verify_identity,3936
The rate applied to my purchase in a foreign currency was wrong.,card_payment_wrong_exchange_rate,473
"Hi, i just topped up my phone and the money was deducted but it seems to have deducted the same amount again! please help!",top_up_reverted,3292
How can I change my information?,edit_personal_details,3697
Can I pay with my card anywhere?,card_acceptance,3146
I thought crypto top up with something you offered and it does not appear that it's working even though the money has disappeared out of my account. Can you tell me what's going on?,top_up_reverted,3272
What forms of ID do you need for identity verification?,verify_my_identity,9808
I received an extra charge for using the card. Why?,card_payment_fee_charged,2544
will you be able to activate my card,activate_my_card,9204
Is there a way I can get a Visa card?,visa_or_mastercard,4122
I see a direct debit transaction that I didn't make.,direct_debit_payment_not_recognised,4669
Is there a way to verify a card top-up?,verify_top_up,7727
I have another card from the U.S. Will you be able to accept that one?,supported_cards_and_currencies,2902
is my pin the same as my passcode,get_physical_card,4098
I was charged multiple times for one purchase,transaction_charged_twice,6406
how long does it take to get my card i am in a rush,card_delivery_estimate,1103
When will my account receive the money?,transfer_timing,6682
Who can purchase a disposable virtual card?,get_disposable_virtual_card,8385
I need to find out why my pending payment hasn't gone through.,pending_card_payment,5155
i have a pending top-up,pending_top_up,2007
Why isn't the transfer to my account showing up?,balance_not_updated_after_bank_transfer,8648
I topped up but the app declined it,top_up_reverted,3249
What's the problem? My card keeps getting declined for top up. I need to know what is going on.,top_up_failed,8550
"I see a transfer fee, but to my understand, that should have been free, what happened?",transfer_fee_charged,7186
When will I recieve my new card?,card_arrival,27
"My phone was stolen, what should I do first?",lost_or_stolen_phone,5251
"If I found an error in my account for a transaction I didn't make, how long to I have to dispute it?",direct_debit_payment_not_recognised,4684
Why are there multiple transactions showing for one purchase?,transaction_charged_twice,6445
Is there a charge to use a Top up card in the US?,top_up_by_card_charge,9129
I've just moved and I need to change my details,edit_personal_details,3725
Why was I charged extra on my app?,extra_charge_on_statement,704
What does a transfer cost?,top_up_by_bank_transfer_charge,1878
Why would a transfer to an account not be allowed?,beneficiary_not_allowed,7052
How long does it take to get my money,transfer_timing,6598
Let me know when applying extra charges for payments. I just checked the app and saw a fee that I wasn't warned about.,card_payment_fee_charged,2626
What is this withdrawal as I do not remember making it.,cash_withdrawal_not_recognised,8901
Why do you need all these details about my identity?,why_verify_identity,3888
Why was I declined when I tried to get my money?,declined_cash_withdrawal,4920
I tried to buy something online yesterday and was told declined. I got the same error today after trying again. What is the problem?,declined_transfer,5622
Will a cheque suffice?,top_up_by_cash_or_cheque,7936
Why do you have the identity check,why_verify_identity,3776
I'm upset because I got charged a ridiculous fee when making an ATM withdrawal over a holiday weekend.  It didn't notify me beforehand either or I wouldn't have ever done it.,wrong_exchange_rate_for_cash_withdrawal,8334
What do I do if I believe to be a victim of credit card fraud?,compromised_card,4508
Today I noticed a charge for an ATM withdrawal on my account. Can you please fix this? It's supposed to be no charge.,cash_withdrawal_charge,9426
Is there a fee that comes with transfers?,transfer_fee_charged,7166
Why isn't the transfer I made to a friend showing?,transfer_not_received_by_recipient,2858
Why was I charged a random fee for a transfer I made?,transfer_fee_charged,7256
"I prefer using Mastercard, can I substitute?",visa_or_mastercard,4103
Why is there an identify check?,why_verify_identity,3835
what are the locations i can withdraw money,atm_support,4611
There has a recent suspicious withdrawal on my bank account. Is it possible to freeze my card?,cash_withdrawal_not_recognised,8889
How do I order a disposable virtual card?,get_disposable_virtual_card,8427
Why is the cash withdraw I made shown as pending?,pending_cash_withdrawal,752
Please delete the duplicate payment that was made to my account. One payment is still pending and I do not want to pay twice.,transaction_charged_twice,6409
Help me close my account.,terminate_account,6155
Are there any reasons that my identity wouldn't be accepted even though everything I've provided is factual?,unable_to_verify_identity,3894
I want to know about your refund policy.,request_refund,5386
tell me how to get a refund for something I bought.,request_refund,5473
What currencies are approved to add money?,supported_cards_and_currencies,2900
What can I expect at card expiration?,card_about_to_expire,9593
Explain the payment that was declined!,declined_card_payment,5884
A direct debit payment that I didn't authorise shows up in my app.,direct_debit_payment_not_recognised,4641
I urgently need to top-up my card but its getting declined. Please help me in this or advise with other options if any.,top_up_failed,8496
I see a fee that I think was charged because I paid by card.,card_payment_fee_charged,2650
Does it cost anything and how long would it take to get a card if I need a new one? My card is about to expire.,card_about_to_expire,9621
"When I use my card, it says decline?",declined_card_payment,5876
My transfer failed to a beneficiary,beneficiary_not_allowed,7129
Please explain why the funds I added were returned to my account.,top_up_reverted,3196
how much for topping up by card?,top_up_by_card_charge,9134
I am trying to find out how to exchange currency X with currency Y.,exchange_via_app,1381
How can my boss pay me directly to the card?,receiving_money,7334
Can I order a new card to China?,card_about_to_expire,9559
Why can I not make a transfer?,failed_transfer,7476
How do i request more physical cards?,getting_spare_card,7854
Can third party fees affect a transfer?,top_up_by_bank_transfer_charge,1912
where did my funds come from?,verify_source_of_funds,6568
With what currencies can I add money?,supported_cards_and_currencies,2876
Is there a fee for topping off by transfer?,top_up_by_bank_transfer_charge,1898
"I am seeing unathorized transactions in the app, on my account.",cash_withdrawal_not_recognised,8839
There's a cash withdrawal I didn't make,cash_withdrawal_not_recognised,8803
Why has my transfer been declined?,declined_transfer,5556
Can you tell me what I need for identity validation?,verify_my_identity,9794
"How long do tranfers from a UK account usuallt take for you? I just made a transfer and nothing shows up, so just wondering if things went ok",balance_not_updated_after_bank_transfer,8751
"Hello, is there any way to double check my card? I have never had issues with withdraws in the past, but this morning on the way to work it was unexpectedly declined.",declined_cash_withdrawal,5009
Can I check to see where the funds came from?,verify_source_of_funds,6483
"I bought something while traveling, and the exchange rate was wrong.",card_payment_wrong_exchange_rate,474
How can I fix my contactless?,contactless_not_working,1803
How do I edit the personal details on my account?,edit_personal_details,3663
Do you guys have any age restrictions?,age_limit,1655
"I have checked my statements multiple times, but my refund that I requested a while back is not showing on my account. Is there a reason for this? Can I get some help getting my money back from this transaction?",Refund_not_showing_up,5828
"A 500 pound cash withdrawal was just made from my account, but I didn't make it. I am pretty sure my card has been compromised - can you help me?",cash_withdrawal_not_recognised,8799
How can I obtain a virtual card?,getting_virtual_card,3031
I got less money than I asked for.,wrong_amount_of_cash_received,2349
"The transfer keeps failing - I tried to transfer some money to friends this morning but it keeps getting rejected for some reason, I have no idea why",failed_transfer,7453
Please cancel my last transaction.,cancel_transfer,2124
The money is still in my account even though I already paid -- I don't understand what happened.,reverted_card_payment?,6872
How do i set up my credit card to send transfers?,topping_up_by_card,4297
I would like to get a Visa card,visa_or_mastercard,4204
What is the reason for my card payment to be reverted?,reverted_card_payment?,6814
I need my refund as soon as possible. What else do I have to do?,Refund_not_showing_up,5703
Can I verify my top-up card?,verify_top_up,7767
Is it possible to get a refund for the item?,request_refund,5521
How come I can't put money in my top up account?,top_up_reverted,3177
During the last month I used this account to make payments for my place abroad. I noticed the fees have increased and I wonder why. Shouldn't frequent users have less fees as incentive to keep using instead of increasing them out of nowhere?,transfer_fee_charged,7172
Hey I thought transfers were free.  Why are you charging me?,transfer_fee_charged,7305
I anticipate getting a Visa card,visa_or_mastercard,4179
I made a payment but the app cancelled it.,reverted_card_payment?,6758
What is the fee for topping up a US card?,top_up_by_card_charge,9066
Did you revert my top up?,top_up_reverted,3183
Why did my top-up get reverted?,top_up_reverted,3194
i need to proof my identity to you why and how?,why_verify_identity,3885
What should I do if I think someone stole my details and used my information to make some transactions?,compromised_card,4501
I must verify the source of my funds,verify_source_of_funds,6552
I would like to dispute a direct debit transaction,direct_debit_payment_not_recognised,4734
Where can I have a new bank card sent to China?,card_about_to_expire,9542
"I topped up last night but don't have any funds, why not?",pending_top_up,2053
The exchange rate you are using is really bad.This can't be the official interbank exchange rate.,card_payment_wrong_exchange_rate,501
I need my account checked because it appears there is a problem. I attempted to update my balance yesterday using cheque but it doesn't seem to have worked.  Should this not be faster than this?,balance_not_updated_after_cheque_or_cash_deposit,3350
Why hasn't the transfer shown up in my account yet?,transfer_timing,6660
I was charged twice for a few things this week when I only bought one. What do I do?,transaction_charged_twice,6461
I made a cash withdrawal and it is still listed as a pending transaction.,pending_cash_withdrawal,838
What are the steps to reset my passcode?,passcode_forgotten,4822
My top-up is taking a while to process!,pending_top_up,1950
I got charged in double and want a refund,transaction_charged_twice,6435
I bought something and already paid for it but now I don't see it.,reverted_card_payment?,6737
My card will not work,card_not_working,1261
"I made a transfer and the receiver said an amount was received, but not exactly the same as the right amount. I now have to transfer more to get the remainder to the receiver. Can you alert me about this. What's been happening?",transfer_fee_charged,7179
Is it possible to hold money in multiple currencies?,fiat_currency_support,924
What do I do if there is an electronic debit that is not correct?,direct_debit_payment_not_recognised,4766
Can you tell me how to top up on my card?,topping_up_by_card,4318
Where can I order a card when I am in China?,card_about_to_expire,9550
Why do you need my name and ID,why_verify_identity,3817
What's going on? My card wont accept any transactions.,card_not_working,1348
ATM apparently not working?  Couldn't access funds in my account?,declined_cash_withdrawal,5049
I can still see money in my account after making a payment,balance_not_updated_after_bank_transfer,8708
My transfer has been pending for a long time now. I already double checked my account info and it is correct. Why is it taking so long in 2018 to transfer money?,pending_transfer,6070
How do I get extra physical cards?,getting_spare_card,7875
Is there a limit to using a disposable virtual card?,disposable_card_limits,4437
Can I get both a Visa and a Mastercard from you?,visa_or_mastercard,4190
There is the same transaction showing more than once.,transaction_charged_twice,6398
My payment for my card is not working,declined_card_payment,5934
I made a payment that seems to be stuck. It's been a couple of days already. Can you tell me how long it will take?,pending_card_payment,5223
Will the duplicated payment be refunded?,transaction_charged_twice,6401
There has been a charge pending on my account statement that I can't figue out it's for a dollar.,extra_charge_on_statement,590
I tried to do a transfer but it didn't go through.,failed_transfer,7537
My app was on the phone and I was mugged.  What do I do?,lost_or_stolen_phone,5281
Can I use my American Express card to add money into my account?,supported_cards_and_currencies,2873
How old must I be to open an account?,age_limit,1608
How will I know when I get my refund?,Refund_not_showing_up,5733
How do you Top Up on the apple watch?,apple_pay_or_google_pay,9668
What do I do when a charge has been made that I did not make?,cash_withdrawal_not_recognised,8913
"If I want to be able to give my daughter a card for my account, would I be allowed to get one for her?",getting_spare_card,7885
I just made an order and noticed an extra fee. Why have you charged me this without informing me?,card_payment_fee_charged,2621
Why did I get declined during a transfer?,declined_transfer,5638
How's the exchange rate looking right now?,exchange_rate,352
How does my top-up got cancelled?,top_up_reverted,3191
I transferred some money to a friend of mine who urgently needs some money right now. How long will it take to get to her?,transfer_not_received_by_recipient,2842
Why isn't my balance updating after depositing cheques and cash.,balance_not_updated_after_cheque_or_cash_deposit,3369
Do I have to verify the top-up?,verify_top_up,7746
I need to cancel a transfer,cancel_transfer,2126
I need help with some transactions in my account that I dont recognize or remember purchasing. Im not sure if the name is just different or what. Should my card be put on hold while the issue gets figured out to be safe or is it ok?,card_payment_not_recognised,3634
Can you issue both a Visa and a Mastercard to me?,visa_or_mastercard,4119
"Someone has a copy of my card. I have my card with me, but someone just made a 500£ cash withdrawal. Help me.",cash_withdrawal_not_recognised,8791
I purchased something about one to two weeks ago but for some reason the payment was returned to my account today even though I've already received one of the items. Can you tell me what's going on?,reverted_card_payment?,6803
Why do I need to verify my account?,why_verify_identity,3802
Can I use a Visa or Mastercard?,visa_or_mastercard,4211
I still don't have a refund.,Refund_not_showing_up,5713
Delete my account please. Now!,terminate_account,6235
I placed my order a week ago. Is it ok that my card isn't here yet?,card_delivery_estimate,1084
Why is my ATM withdrawal still pending?,pending_cash_withdrawal,744
What is the reason why the transfer shows as pending?,pending_transfer,6064
"It says that my payment is pending, what does that mean?",pending_card_payment,5239
I am just waiting on the completion of the transaction.,transfer_not_received_by_recipient,2732
Can I exchange from USD to GBP?,exchange_via_app,1416
I was charged a fee for using my card. Can I check that in any way? It seems like there are occasions that I am charge for fees. Can you elaborate this?,card_payment_fee_charged,2539
I need clarity on why my card is not working.,card_not_working,1346
I deactivated my card but would like to reactivate it.,card_linking,253
How long do money transfers take? My friend really needs the money i sent a couple of hours ago but it's not there yet.,transfer_not_received_by_recipient,2786
Whats the maximum number of disposable cards that I can get?,disposable_card_limits,4384
"How long does it take to activate the card, as it does not look like its working?",activate_my_card,9303
How can I get funds into my account from my American Express?,supported_cards_and_currencies,2891
How do i verify my card?,verify_top_up,7699
How do I edit my details?,edit_personal_details,3686
Do I have to manually top up once I'm too low?,automatic_top_up,1169
"Card payment was declined, do you know why?",declined_card_payment,5980
The top-up I ordered didn't process.,top_up_failed,8497
Did I not get my refund? I don't see it.,Refund_not_showing_up,5782
Are there restrictions on new cards in China?,card_about_to_expire,9519
"My PIN number was incorrect, and I can't access it.",pin_blocked,1730
I don't see my top up in my wallet.,topping_up_by_card,4314
What should I do?  I topped off but the app reversed  it.,top_up_reverted,3216
Can I pay for my gas using my Apple watch?,apple_pay_or_google_pay,9765
"I was doing a transfer and received a ""decline"" message.",declined_transfer,5566
What countries do you operate in?,country_support,9901
I wanted to know why i got an additional fee when i use my card.,card_payment_fee_charged,2666
Why can't I withdraw funds from my account?,declined_cash_withdrawal,4998
Why are you keeping my money from me by declining my card? What is going on?,top_up_failed,8543
Why didn't the money I transferred into my account get added to my balance?,balance_not_updated_after_bank_transfer,8753
It is urgency. Please freeze my card now. As someone in some odd remote town has withdrawn some money by using my card. As i did not withdraw any money.,cash_withdrawal_not_recognised,8862
I found my card. How can I put it into my app?,card_linking,161
Do you have the option for a disposable virtual card?,get_disposable_virtual_card,8403
Can I let other people have access to my account in order to top up?,topping_up_by_card,4259
The amount of cash i have received is not correct.,wrong_amount_of_cash_received,2485
Where Is the top up verification code found?,verify_top_up,7762
What do I do if my card was stolen.,lost_or_stolen_card,1545
Is my daughter eligible to open an account?,age_limit,1604
"My card got trapped inside an ATM, what should I do?",card_swallowed,6248
Why isn't my deposit showing up?,balance_not_updated_after_cheque_or_cash_deposit,3373
I was informed that transfers were free. I noticed I have a fee but why?,transfer_fee_charged,7233
Can you tell me the countries you provide support for.,country_support,9974
I must make a transfer from China and it is urgent. How long before the transfer is complete?,transfer_timing,6681
Why are the things I bought earlier today still showing as pending?,pending_card_payment,5107
It kept my cash,wrong_amount_of_cash_received,2368
There is a mysterious debit transaction on my statement,direct_debit_payment_not_recognised,4654
"Hello, I just checked my card transactions and saw that I was charged twice for a restaurant visit I did earlier this week. Is it possible to remove one of them and get my false paid money pack?",transaction_charged_twice,6353
Help me.  My phone has been lost or stolen!,lost_or_stolen_phone,5280
Can I change my PIN in Austria?,change_pin,6925
How long will my payment be pending?,pending_card_payment,5250
I was supposed to get a refund but I do not see it.,Refund_not_showing_up,5768
how much do I have to pay for exchange of currency?,exchange_charge,8975
"I live in the EU, can I get one of your cards?",country_support,9975
I am trying to complete a transfer but I keep getting an error message.,beneficiary_not_allowed,7083
What is the first step that I should take after my card has been stolen?,lost_or_stolen_card,1525
the transfer went through but now it has been pending for quite a while. i need this to go through already,pending_transfer,6045
Where do I unblock my PIN?,pin_blocked,1766
Is there a reason my new card hasn't arrived yet?,card_arrival,80
Is there a charge for sending out more cards?,getting_spare_card,7813
How do I transfer money from one bank account to another?,transfer_into_account,7670
"My marital status has change, I got to correct my name to reflect that.",edit_personal_details,3722
The applied exchange rate is wrong for the cash I got abroad.,wrong_exchange_rate_for_cash_withdrawal,8318
I'm trying to take money from my account but its not letting me. Help!,declined_cash_withdrawal,4988
Can I use it outside of Europe?,country_support,9923
"I going to be traveling, can I set up auto top-up if I run low on money?",automatic_top_up,1125
When will a cash withdrawal show up?,pending_cash_withdrawal,808
"It has been a couple of hours but I do not see my balance updated, can you help?",balance_not_updated_after_bank_transfer,8782
Is it possible to purchase more physical cards with my account?,getting_spare_card,7905
Can I get a new card even though I am in China?,card_about_to_expire,9640
I was just needing to know why my card got declined,declined_card_payment,5950
My card isn't letting me purchase something and I wanted to know why.,beneficiary_not_allowed,7150
How do I request a disposable virtual card?,get_disposable_virtual_card,8382
"HELP! I tried to get cash and it gave me some, but not the right amount!",wrong_amount_of_cash_received,2372
"I tried to withdraw money, but was unable to. Still says that the transaction is pending? Will this money disappear??",pending_cash_withdrawal,860
Can I use my card in another institutions ATM?,atm_support,4591
Can you find out why my credit card didn't process payment? It was declined for top up so what's the deal?,top_up_failed,8508
"There has been an unusual withdrawal from my account, can you help?",cash_withdrawal_not_recognised,8942
What do I need to bring for identification?,unable_to_verify_identity,3993
Am I able to get a refund for something I bought?,request_refund,5409
"Hi, status of one of my card payment is still pending from a while. Please let e know how much time it will take to complete.",pending_card_payment,5149
I paid with my card and was charged extra,card_payment_fee_charged,2592
When did I get a $1 extra fee on my statement?,extra_charge_on_statement,643
why was my payment reverted on the app,reverted_card_payment?,6850
Where is the closest ATM I can use?,atm_support,4579
"Hi, I have done a topup, but my money was reverted. Please look into this issue.",top_up_reverted,3218
Can I verify my identity?,verify_my_identity,9839
"I am at the ATM and tried to withdraw 30 pounds and it only gave me 10 pounds, what do I do?",wrong_amount_of_cash_received,2495
Let me know when you charge for payments. I just checked the app and saw a fee that I wasn't warned about.,card_payment_fee_charged,2641
At what age can my children use your service?,age_limit,1624
Are there specific ATM's I can use with this card?,atm_support,4624
It seems that the rate I got is incorrect.,card_payment_wrong_exchange_rate,483
Why are top-ups being verified?,verify_top_up,7729
I have have multiple charges for one transaction.,transaction_charged_twice,6479
I am waiting on the refund,Refund_not_showing_up,5710
I have my card here with me and someone has just made a withdrawal for 500. Please help!,cash_withdrawal_not_recognised,8902
Why is my friend not getting a transaction arrival yet?,transfer_not_received_by_recipient,2859
Why is the transfer still pending?  Can I do something?,pending_transfer,6090
The card payment is declined.  Please inform me why.,declined_card_payment,5931
What do I do if I can't access the app?,lost_or_stolen_phone,5270
I've just got married and want to change my name.,edit_personal_details,3685
I'd like my account to be deleted. I'm not satisfied with the service you provide.,terminate_account,6229
Why was I charged for cash withdrawal?,cash_withdrawal_charge,9356
How can I receive money from someone?,receiving_money,7378
I don't know what this Direct Debit payment on my account is for.,direct_debit_payment_not_recognised,4786
Where's the money I transferred into my account?,balance_not_updated_after_bank_transfer,8733
Can I use my card wherever I want?,card_acceptance,3127
Since when do you charge to make a withdrawal? I've always done it for free. So how much is it now?,cash_withdrawal_charge,9359
I don't think my transfer wen through. Why?,failed_transfer,7499
"Hi, I am on vacation in Spain and someone stole my bag with my phone and wallet with cards and everything. Can you block it ASAP and then I want to order a new one also ASAP.",lost_or_stolen_card,1483
Show me where I can see the PIN?,get_physical_card,4092
what is the matter?,direct_debit_payment_not_recognised,4655
How old do you need to be to use the banks services?,age_limit,1558
I need to know how much it costs to transfer funds.,transfer_fee_charged,7269
I think that the exchange rate for the withdrawal of my cash is not right.,wrong_exchange_rate_for_cash_withdrawal,8278
"I asked for a certain amount of money from the ATM, but it gave me a different amount. Less than what I asked for.",wrong_amount_of_cash_received,2430
I transferred money but the recipient does not see the funds in their account?,transfer_not_received_by_recipient,2707
How long before transferred money shows up?,balance_not_updated_after_bank_transfer,8721
There is money missing from my account.,cash_withdrawal_not_recognised,8860
"If I see a payment in the app that I don't recognize, what should I do?",card_payment_not_recognised,3497
Why does my statement show various transaction times?,transaction_charged_twice,6444
"I have been charged to much for the object I bought when abroad, the exchange rate seems to be wrong.",card_payment_wrong_exchange_rate,523
Why would I receive an error that my transfer isn't possible when I've done it before?,beneficiary_not_allowed,7149
Please send me a disposable virtual card.,get_disposable_virtual_card,8400
How long do bank transfers take to clear,balance_not_updated_after_bank_transfer,8654
I think that my card has been stolen!,lost_or_stolen_card,1486
How does a bank transfer for topping my account work?,transfer_into_account,7608
My payment had a wrong exchange rate.,card_payment_wrong_exchange_rate,548
"I made a mistake when sending a payment, sending it to the wrong account number (with a typo) - can you please cancel the transaction?",cancel_transfer,2166
I want to see what this fee is on my card payment.,card_payment_fee_charged,2585
I didn't see the money I added to my card.,top_up_failed,8567
"I really wanted to buy something online but seems the card is not working as the payment suddenly came back! What's going on here, I've been trying for a good week or two.",reverted_card_payment?,6738
When will I receive the cash payment from the check I deposited?,balance_not_updated_after_cheque_or_cash_deposit,3454
"I have been charged a fee, I didn't know about this fee before! When do you charge extra for card payments?",card_payment_fee_charged,2602
"In regards to top-ups, can I do them via Google Pay?",apple_pay_or_google_pay,9667
"Hello, I noticed there is a payment from my card to a business that I am not familiar with. I definitely did not make this payment.",card_payment_not_recognised,3591
Is there anything to do because my phone was stolen?,lost_or_stolen_phone,5330
How long until my card will get here?,card_delivery_estimate,1014
terminate my account please,terminate_account,6219
Which ATM's am i able to change my PIN?,change_pin,6913
My top up is pending still,pending_top_up,1984
I transferred money but the balance did not update.,balance_not_updated_after_bank_transfer,8630
I need a new card.,getting_spare_card,7892
I haven't received the PIN yet.,get_physical_card,4039
"I recently deposited some money into my account, but it still isn't showing up. What's going on?",balance_not_updated_after_cheque_or_cash_deposit,3426
"Hello, I tried to take out some money out of the ATM, but it's still showing that it's pending? I really don't want to be charged for this.",pending_cash_withdrawal,871
"How can I get my money back on an order. I haven't gotten the item yet, so I want to cancel the order. How?",request_refund,5486
Why am I unable to withdrawal cash?,declined_cash_withdrawal,5064
What is my money worth in other countries?,exchange_rate,292
can i get a card if i live in the US?,country_support,9925
Can you show me how to top up with Google play?,apple_pay_or_google_pay,9681
